Cocaine	Spaceball (Cocaine and PCP)
Cocaine	Speed
Cocaine	Speedball (Cocaine and Heroin)
Cocaine	Square Time Bob
Cocaine	Star
Cocaine	Stardust
Cocaine	Stones
Cocaine	Studio Fuel
Cocaine	Suff
Cocaine	Sugar
Cocaine	Sugar Block
Cocaine	Sugar Boogers
Cocaine	Swell Up
Cocaine	T
Cocaine	Talco
Cocaine	Tar (Crack and Heroin)
Cocaine	Tardust
Cocaine	Teenager
Cocaine	Teeth
Cocaine	Tension
Cocaine	Thing
Cocaine	Tio
Cocaine	Tissue
Cocaine	Toot
Cocaine	Top Gun
Cocaine	Topo
Cocaine	Tornado
Cocaine	Toss-Up
Cocaine	Tragic Magic (Crack dipped in PCP)
Cocaine	Trails
Cocaine	Troop
Cocaine	Turbo (Crack and Marijuana)
Cocaine	Turkey
Cocaine	Tweaks
Cocaine	Twenty Rock
Cocaine	Twinkie
Cocaine	Twisters (Crack and Methamphetamine)
Cocaine	Ultimate
Cocaine	Uptown
Cocaine	Uzi
Cocaine	Wave
Cocaine	Whack
Cocaine	White
Cocaine	White Ball
Cocaine	White Boy
Cocaine	White Dragon
Cocaine	White Ghost
Cocaine	White Girl
Cocaine	White Horse
Cocaine	White Mosquito
Cocaine	White Powder
Cocaine	White Sugar
Cocaine	White Tornado
Cocaine	Wings
Cocaine	Witch
Cocaine	Woolies (Cocaine/Crack sprinkled on a Tobacco or Marijuana cigarette)
Cocaine	Wrecking Crew
Cocaine	Yahoo
Cocaine	Yale
Cocaine	Yam
Cocaine	Yao
Cocaine	Yay
Cocaine	Yeolo (Crack and Marijuana)
Cocaine	Yeyo
Cocaine	Yimyom
Cocaine	Yoda
Cocaine	Yola
Cocaine	Yolo
Cocaine	Zip
Designer Drugs	Caps
Designer Drugs	Cherry Meth
Designer Drugs	Everclear
Designer Drugs	Fantasy
Designer Drugs	Firewater
Designer Drugs	G
Designer Drugs	G-rrific
Designer Drugs	Gamma Oh
Designer Drugs	Georgia Home Boy
Designer Drugs	Goop
Designer Drugs	Great Hormones at Bedtime
Designer Drugs	Grievous Bodily Harm
Designer Drugs	Jib
Designer Drugs	Liquid E
Designer Drugs	Liquid Ecstasy
Designer Drugs	Liquid G
Designer Drugs	Liquid X
Designer Drugs	Organic Quaalude
Designer Drugs	Salty Water
Designer Drugs	Scoop
Designer Drugs	Sleep
Designer Drugs	Sleep 500
Designer Drugs	Soap
Designer Drugs	Black Mamba
Designer Drugs	Fake Weed
Designer Drugs	Genie
Designer Drugs	K2
Designer Drugs	Moon Rocks
Designer Drugs	Spice
Designer Drugs	Yucatan Fire
Designer Drugs	Bath Salts
Designer Drugs	Ivory Wave
Designer Drugs	M-Cat
Designer Drugs	Meow Meow
Designer Drugs	Monkey Dust
Designer Drugs	Tweeker
Designer Drugs	Vanilla Sky
Designer Drugs	White Lightning
Designer Drugs	White Magi
Dextromethorphan	Dex
Dextromethorphan	DXM
Dextromethorphan	Robo
Dextromethorphan	Skittles
Dextromethorphan	Syrup
Dextromethorphan	Triple-C
Dextromethorphan	Tussin
Fentanyl	Apache
Fentanyl	China Girl
Fentanyl	China Town
Fentanyl	China White (Fentanyl and Heroin)
Fentanyl	Dance Fever
Fentanyl	Friend
Fentanyl	Goodfellas
Fentanyl	Great Bear
Fentanyl	He-Man
Fentanyl	Jackpot
Fentanyl	King Ivory
Fentanyl	Murder 8
Fentanyl	Perc-a-Pop (Fentanyl lozenge on a stick)
Fentanyl	N.T
Fentanyl	Tango and Cash
Heroin	8-Ball (Heroin and Cocaine)
